signature, title, work, edition/literature, record
QDS-012,ʾO-ʾǝgziʾǝyä ʾIyäsus Krǝstos ʿǝqäbänni ... “Oh My Lord Jesus Christ protect me ...” / ʾAstäbqwǝʿot ʾǝntä zä-Sǝmʿon ʿamdawi “Prayers of Simeon Stylite” / Sälam-hymn to St. Mary,,,
            ,,,,
BGY-014,Mäftәḥe śәray “Undoing of Charms”,,,
            ,,,,
GBI-011,Täʾamrä Maryam Miracles of Mary,,,
            ,,,,
DDM-015,Mäṣḥafä ʾaślәṭi Lectionary for the entire year,,,
            ,,,,
BQM-001,Gädlä Gäbrä Mänfäs Qǝddus “Vita of Gäbrä Mänfäs Qǝddus” / Täʾamrä Gäbrä Mänfäs Qǝddus “Miracles of Gäbrä Mänfäs Qǝddus” / Mälkǝʾa Gäbrä Mänfäs Qǝddus “Image of Gäbrä Mänfäs Qǝddus”,,,
            ,,,,
DMB-003,Täʾamrä Maryam Miracles of Mary,,,
            ,,,,
BQM-014,Gädlä Sәmʿon näbiy “Vita of Simeon the Prophet” / Täʾamrä Sәmʿon näbiy “Miracle of Simeon the Prophet / Qal kidan Covenant of Simeon the Prophet,,,
            ,,,,
DDM-012,Säʿatat zä-lelit wä-zä-nägh “Horologium for the Night and the Morning Hours”,,,
            ,,,,
QMM-014,Ṣälot zä-ʾǝgzǝʾtǝnä Maryam bä-Däbrä Golgota Prayer of Our Lady Mary on Mount Golgotha on the 21st of Säne / Tǝmhǝrtä ḫǝbuʾat “Teaching of Mysteries” / ʾAsmat-prayer against snake bites / Wǝddase Maryam “Praise of Mary”,,,
            ,,,,
BGY-008,Synaxarion (four months),,,
            ,,,,
BGY-005,Täʾamrä Maryam Miracles of Mary / Täʾamrä Mikaʾel Miracles of Michael / Täʾamrä ʾIyäsus Miracles of Jesus,,,
            ,,,,
BQM-009,Dǝrsanä Mikaʾel Homiliary for the feasts of St. Michael / Mälkǝʾa Mikaʾel Image of Michael,,,
            ,,,,
QMM-013,Ǝgziʾabǝḥer nägśä “The Lord Reigns”,,,
            ,,,,
BGY-001,Synaxarion (two months),,,
            ,,,,
DD-045,Dawit “Psalter”,,,
            ,,,,
MGM-002,Dǝrsanä Mikaʾel Homiliary for the feasts of St. Michael,,,
            ,,,,
SSB-001,Mäṣḥafä gǝnzät “Book of the Funeral Ritual” / Ṣälotä śǝryätä ḫaṭiʾat “Prayer of absolution of Sins”,,,
            ,,,,
BQM-008,Zena nägäromu lä-śǝllase “Story of the Trinity” / Täʾamrihomu lä-ʾab wä-wäld wä-mänfäs qǝddus “Miracles of the Father and the Son and the Holy Spirit”,,,
            ,,,,
BGY-010,Synaxarion (the second half of the year),,,
            ,,,,
DD-050,Dawit “Psalter”,,,
            ,,,,
BMQM-008,Dawit Psalter,,,
            ,,,,
DMB-005,Täʾamrä Maryam Miracles of Mary,,,
            ,,,,
MHG-014,Täʾamrä Maryam Miracles of Mary,,,
            ,,,,
DDM-017,Maḫletä ṣǝge Canticle of the Flower / Ṣälot zä-ʾǝgzǝʾtǝnä Maryam bä-Däbrä Golgota Prayer of Our Lady Mary on Mount Golgotha on the 21st of Säne / O-rǝḫrǝḫtä ḥǝllina... “O tender-hearted...” / Mäṣḥafä kidanä mǝḥrät “Book of the Covenant of Mercy” / Mälkǝʾa Krǝstos Image of Christ / Mälkǝʾa Maryam Image of Mary,,,
            ,,,,
MA-006,Täʾamrä Maryam “Miracles of Mary” / Täʾamrä Mikaʾel “Miracles of Michael”,,,
            ,,,,
BMQM-011,Mäṣḥafä krәstәnna “Book of the Christening”,,,
            ,,,,
BMQM-012,Ṣalotä ˤǝṭan “Prayer of Incense”,,,
            ,,,,
BQM-007,Zena nägäromu lä-śǝllase “Story of the Trinity” / Täʾamrihomu lä-ʾab wä-wäld wä-mänfäs qǝddus “Miracles of the Father and the Son and the Holy Spirit” / Mälkǝʾa śǝllase “Image of the Trinity”,,,
            ,,,,
MHG-021,Täʾamrä Maryam Miracles of Mary / Mälkǝʾa sänbätä krǝstiyan Image of the Sabbath of Christians / Täʾamrä ʾIyäsus Miracles of Jesus,,,
            ,,,,
MGM-007,Gädlä ḥawaryat Apocryphal Acts of the Apostles,,,
            ,,,,
QDQ-014,Mäṣḥafä täklil “Book of the Marriage Ritual”,,,
            ,,,,
BMQM-013,Gädlä Täklä Haymanot “Vita of Täklä Haymanot” / Mälkǝʾa Täklä Haymanot “Image of Täklä Haymanot” / Täʾamrä Täklä Haymanot “Miracles of Täklä Haymanot”,,,
            ,,,,
BMQM-001,Sǝnkǝssar “Synaxarion” (the second half of the year),,,
            ,,,,
QGM-005,Homily by Theodotus of Ancyra on the commemoration of St. George for the 23th of Miyazya / Gädlä Giyorgis “Vita of George”/ Täʾamrä Giyorgis “Miracles of George”,,,
            ,,,,
SDM-021,Mäṣḥafä ʾardǝʾǝt “Book of the Disciples” / Miscellaneous hymns and prayers / Mäṣḥafä mälaʾǝkt “Book of the Angels” / Sǝmʿu wä-lǝbbǝw ʾo-däqiqä ʾAdam “Listen and understand O children of Adam...” / Gädlä ʾAbrǝham “Vita of Abrǝham” / Yä-säbǝʿǝt sänbät ṣälot “The Liturgy of the Seventh Sabbath...” / Nägärä bä-ʾǝntä ʿaśärtu qalat “Story of the Ten Commandments”,,,
            ,,,,
BMQM-014,Mäṣḥafä ʾardǝʾǝt “Book of the Disciples” / Ṣälotä kidan zä-śälästu gizeyat “Covenant Prayer of the Three Hours”,,,
            ,,,,
MGM-017,Mäṣḥafä gǝnzät “Book of the Funeral Ritual”,,,
            ,,,,
BQM-010,Täʾamrä ʾIyäsus “Miracles of Jesus”,,,
            ,,,,
MHG-008,Mäṣḥafä gǝnzät “Book of the Funeral Ritual”,,,
            ,,,,
MKL-024,Ṣälot zä-ʾǝgzǝʾtǝnä Maryam bä-Däbrä Golgota Prayer of Our Lady Mary on Mount Golgotha on the 21st of Säne / Mälkǝʾa ʾIyäsus Krǝstos “Image of Jesus Christ” / ʾƎsäggǝd läki wä-ʾǝweddǝsäki... I worship Thee... / Protective prayer,,,
            ,,,,
DMA-013b,Säʿatat zä-lelit wä-zä-nägh “Horologium for the Night and the Morning Hours”,,,
            ,,,,
DMA-013c,Excerpts from Dǝggwa Antiphonary,,,
            ,,,,
MM-004,Gädlä Gäbrä Mänfäs Qǝddus “Vita of Gäbrä Mänfäs Qǝddus” / Täʾamrä Gäbrä Mänfäs Qǝddus “Miracles of Gäbrä Mänfäs Qǝddus” / Mälkǝʾa Gäbrä Mänfäs Qǝddus “Image of Gäbrä Mänfäs Qǝddus”,,,
            ,,,,
BQM-003,Sǝnkǝssar “Synaxarion” (for the first half of the year),,,
            ,,,,
MGM-006,Täʾamrä Maryam “Miracles of Mary”,,,
            ,,,,
DSM-016,Dawit “Psalter” / Unidentified text,,,
            ,,,,
DSM-004,Täʾamrä ʾIyäsus “Miracles of Jesus”,,,
            ,,,,
DDM-010,Dǝrsanä Mikaʾel Homiliary for the feasts of St. Michael,,,
            ,,,,
DD-044,Fǝtḥa nägäśt “Justice of the Kings”,,,
            ,,,,
BQM-006,Mäṣḥafä gǝnzät “Book of the Funeral Ritual”,,,
            ,,,,
MHG-011,Mäṣḥafä qǝddase “Missal”,,,
            ,,,,
MGM-003,Dǝrsanat Homiliary,,,
            ,,,,
MGM-008,Täʾamrä ʾIyäsus “Miracles of Jesus”,,,
            ,,,,
BQM-002,Dǝrsanä Mikaʾel Homiliary for the feasts of St. Michael,,,
            ,,,,
WQ-002,Dәrsanä sänbätä krǝstiyan “Homily on the Sabbath of Christians” / Täʾamrä Qwǝrban “Miracles of the Eucharist”,,,
            ,,,,
MSM-010,Mäṣḥafä qǝddase “Missal”,,,
            ,,,,
DSM-003,Dǝrsanä Mikaʾel Homiliary for the feasts of St. Michael,,,
            ,,,,
QDS-006,Mäṣḥafä gǝnzät “Book of the Funeral Ritual” / Ṣälotä śǝryätä ḫaṭiʾat “Prayer of Absolution of Sins”,,,
            ,,,,
UM-025,Dǝrsanä Maryam Homiliary for the feasts of St. Mary,,,
            ,,,,
DSM-012,Dǝrsanä Mikaʾel Homiliary for the feasts of St. Michael,,,
            ,,,,
DSM-003,Dǝrsanä Mikaʾel Homiliary for the feasts of St. Michael,,,
            ,,,,
MKL-025,Mäṣḥafä gәṣṣәw Lectionary for the entire year,,,
            ,,,,
DD-046,Baḥrä ḥassab “Sea of Computation”,,,
            ,,,,
MHG-005,Mäṣḥafä tägänǝyo “Book of thanksgiving”,,,
            ,,,,
DDM-018,Ṣälot zä-ʾǝgzǝʾtǝnä Maryam bä-Däbrä Golgota Prayer of Our Lady on Mount Golgotha on the 21st of Säne / Tǝmhǝrtä ḫǝbuʾat “Teaching of Mysteries”,,,
            ,,,,
BGY-004,Mäṣḥafä gәbrä ḥǝmamat “Book of the Rite of the Holy Week”,,,
            ,,,,
MKL-028,Dǝrsanä Mikaʾel Homiliary for the feasts of St. Michael / Mälkǝʾa Mikaʾel “Image of Michael”,,,
            ,,,,
SGM-005,Täʾamrä ʾIyäsus “Miracles of Jesus”,,,
            ,,,,
DDM-021,Ṣälotä kidan zä-śälästu gizeyat “Covenant Prayer of the Three Hours” / Excerpt from the Ordinary of the Mass / Tǝmhǝrtä ḫǝbuʾat “Teaching of the Mysteries” / ʾƎgziʾabǝḥer zä-bǝrhanat ʾǝgziʾabǝḥer zä-śǝlṭanat… “God of Lights God of Powers…” / Anaphora of Our Lord Jesus Christ,,,
            ,,,,
SDM-003a,Täʾamrä Mikaʾel “Miracles of Michael” / Täʾamrä Giyorgis “Miracles of George” / Täʾamrä Gäbrä Mänfäs Qǝddus “ Miracles of Gäbrä Mänfäs Qǝddus” / Mälkǝʾa Mikaʾel “Image of Michael”,,,
            ,,,,
QMA-006,Täʾamrä Maryam “Miracles of Mary” / Täʾamrä ʾIyäsus “Miracles of Jesus” / Mäṣḥafä ṭomar “Book of the Letter (from Heaven)”,,,
            ,,,,
MGM-012,Gädlä Libanos “Vita of Libanos” / Täʾamrä Libanos “Miracles of Libanos” / Mälkәʾa Libanos “Image of Libanos”,,,
            ,,,,
DSM-021a,Mäṣḥafä krәstәnna “Book of the Christening”,,,
            ,,,,
DSM-021b,Täʾamrä Maryam “Miracles of Mary”,,,
            ,,,,
SDM-019,Collection of Mälkǝʾa and miscellaneous prayers / Mǝśṭirä ṣǝgeyat “The Mystery of the Flowers”,,,
            ,,,,
DSM-021c,Täʾamrä Maryam “Miracles of Mary”,,,
            ,,,,
DDM-022,Täʾamrä Maryam “Miracles of Mary” / Täʾamrä ʾIyäsus “Miracles of Jesus”,,,
            ,,,,
UM-053,Mälkǝʾa ʾIyäsus “Image of Jesus” / Mälkǝʾa Maryam “Image of Mary” / Ṣälot zä-ʾǝgzǝʾtǝnä Maryam bä-Däbrä Golgota Prayer of Our Lady on Mount Golgotha on the 21st of Säne,,,
            ,,,,
BGY-011,Mäṣḥafä gǝnzät “Book of the Funeral Ritual”,,,
            ,,,,
MM-010,Mäṣḥafä qǝddase “Missal”,,,
            ,,,,
MMA-010,Mäṣḥafä ḥǝmamatihu wä-zena sǝqlätu lä-ʾIyäsus Krǝstos “Book of the Passion and Story of the Crucifixion of Jesus Christ” / Täʾamrä täzkarä motu lä-ʾIyäsus Krǝstos “Miracles concerning the Commemoration of the Death of Jesus Christ” / Mälkǝʾa Mädḫane ʿAläm “Image of the Saviour of the World” / ʾƎsäggǝd lä-zǝkrä sǝmǝkä… “I worship the mention of your name…” / Story about the origin of tobacco in Amharic / Miracles of the Saviour of the World worked by ʾabuna Täklä Maryam / Gädlä Täklä Maryam “Vita of Täklä Maryam” (Mäbaʾa Ṣǝyon),,,
            ,,,,
UM-051,Mäftǝḥe śǝray “Undoing of charms”,,,
            ,,,,
BQM-005,Mäṣḥafä gәbrä ḥǝmamat “Book of the Rite of the Holy Week”,,,
            ,,,,
DDM-002,Dǝrsanä mädḫane ʿaläm “Homily on the Saviour of the World” / Mäṣḥaf lä-täzkarä mädḫane ʿaläm “Book for the Commemoration of the Saviour of the World” / Mälkǝʾa mädḫane ʿaläm “Image of the Saviour of the World”,,,
            ,,,,
TRM-015,Miracles of Jesus,,,
            ,,,,
QS-001,Bǝsratä Yoḥannǝs “Gospel of John”,,,
            ,,,,
SM-018,Dǝrsanä Maryam Homiliary for the feasts of St. Mary,,,
            ,,,,
QS-010,Mäṣḥafä gәbrä ḥǝmamat “Book of the Rite of the Holy Week”,,,
            ,,,,
WQ-003,Mäṣḥafä gǝnzät “Book of the Funeral Ritual”,,,
            ,,,,
MHG-016,Dǝrsanä mädḫane ʿaläm “Homily on the Saviour of the World” / Mäṣḥaf lä-täzkarä mädḫane ʿaläm “Book for the Commemoration of the Saviour of the World” / Mälkǝʾa mädḫane ʿaläm “Image of the Saviour of the World”,,,
            ,,,,
MCM-001,Täʾamrä Maryam “Miracles of Mary” / Täʾamrä ʾIyäsus “Miracles of Jesus” / Täʾamrä Mar Giyorgis “Miracles of Mar Giyorgis” / Täʾamrä Mikaʾel “Miracles of Michael” / Täʾamrä Gäbrä Mänfäs Qǝddus “Miracles of Gäbrä Mänfäs Qǝddus” / Excerpt from Säʿatat zä-lelit “Horologium for the Night” / Täʾamrihomu lä-ʾab wä-wäld wä-mänfäs qǝddus “Miracles of the Father and the Son and the Holy Spirit”,,,
            ,,,,
QQM-015,Mäṣḥafä qǝddase “Missal”,,,
            ,,,,
QS-011,Täʾamrä ʾIyäsus “Miracles of Jesus”,,,
            ,,,,
MHG-012,Täʾamrä Maryam “Miracles of Mary”,,,
            ,,,,
MGM-013,Gädlä Gäbrä Mänfäs Qǝddus “Vita of Gäbrä Mänfäs Qǝddus” / Täʾamrä Gäbrä Mänfäs Qǝddus “Miracles of Gäbrä Mänfäs Qǝddus,,,
            ,,,,
MGM-014,Gädlä Gäbrä Mänfäs Qǝddus “Vita of Gäbrä Mänfäs Qǝddus” / Täʾamrä Gäbrä Mänfäs Qǝddus “Miracles of Gäbrä Mänfäs Qǝddus,,,
            ,,,,
MM-006,Täʾamrä ʾIyäsus “Miracles of Jesus” / Täʾamrä Maryam “Miracles of Mary”,,,
            ,,,,
MM-014,Täʾamrä ʾIyäsus “Miracles of Jesus”,,,
            ,,,,
MSM-004,Mäṣḥafä gǝnzät “Book of the Funeral Ritual” / Ṣälotä śǝryätä ḫaṭiʾat “Prayer of Absolution of Sins”,,,
            ,,,,
UM-058,Nägäśt dagǝmawi “The Second (Book) of Kings” / Nägäśt śalǝsawi “The Third (Book) of Kings” / Nägäśt rabǝʿawi “The Fourth (Book) of Kings”,,,
            ,,,,
DDM-009,Dǝggwa Antiphonary / Ṣomä Dǝggwa Antiphonary for Lent,,,
            ,,,,
BGY-007,Zǝmmare Eucharistic hymns,,,
            ,,,,
DDM-006,Mäṣḥafä gǝnzät “Book of the Funeral Ritual”,,,
            ,,,,
QS-009,Mäṣḥafä qǝddase “Missal”,,,
            ,,,,
DDM-019,Mäftәḥe śәray “Undoing of Charms”,,,
            ,,,,
MCM-002,Dǝrsanä Mikaʾel Homiliary for the feasts of St. Michael,,,
            ,,,,
DDM-003,Sǝnkǝssar “Synaxarion” (the second half of the year),,,
            ,,,,
QS-014,Täʾamrä Maryam “Miracles of Mary”,,,
            ,,,,
QS-006,Dǝggwa Antiphonary,,,
            ,,,,
WQ-001,Mäṣḥafä gәbrä ḥǝmamat “Book of the Rite of the Holy Week”,,,
            ,,,,
SDM-017,Dǝrsan maḥyäwi “The Life-Giving Homily” / Mälkǝʾa mädḫane ʿaläm “Image of the Saviour of the World”,,,
            ,,,,
WQ-008,Täʾamrä ʾIyäsus “Miracles of Jesus”,,,
            ,,,,
DDM-023,Ṣälot zä-ʾǝgzǝʾtǝnä Maryam bä-Däbrä Golgota Prayer of Our Lady Mary on Mount Golgotha on the 21st of Säne / Tǝmhǝrtä ḫǝbuʾat “Teaching of Mysteries”,,,
            ,,,,
BQM-011,Mäwaśǝʾt Antiphonary for feasts and funeral service / Ṣomä dǝggwa Antiphonary for Lent,,,
            ,,,,
QS-012,Nägärä Maryam “The Story of Mary”,,,
            ,,,,
WQ-004,Nägärä Maryam “The Story of Mary”,,,
            ,,,,
QS-002,Zǝmmare Eucharistic hymns / Mäwaśǝʾt Antiphonary for feasts and funeral service,,,
            ,,,,
UM-018,Gädlä sämaʿtat Vitae of the Martyrs,,,
            ,,,,
QQM-017,Mäṣḥafä qǝddase “Missal”,,,
            ,,,,
DMB-002,Dǝrsanä Mikaʾel Homiliary for the feasts of St. Michael,,,
            ,,,,
QQM-021,Wǝddase Maryam “Praise of Mary” / ʾAnqäṣä bǝrhan “The Gate of Light”,,,
            ,,,,
DDM-014,Lǝfafä ṣǝdq “Bandlet of Righteousness” / Mängädä sämay “Journey to Heaven”,,,
            ,,,,
QS-005,ʾArbaʿtu wängel “Four Gospels”,,,
            ,,,,
DSM-007,Mäṣḥafä gǝnzät “Book of the Funeral Ritual” / Excerpts from Mängädä sämay Journey to Heaven biblical readings,,,
            ,,,,
QS-003,Mǝʿǝraf The Common of the Office,,,
            ,,,,
SDSM-005,Täʾamrä ʾIyäsus “Miracles of Jesus”,,,
            ,,,,
SDSM-001,Mäṣḥafä gǝnzät “Book of the Funeral Ritual”,,,
            ,,,,
AP-006,Dǝrsanä Mikaʾel Homiliary for the feasts of St. Michael / ʾAmäḥaḍḍǝnäkkǝmu ʾagaʾǝztǝyä ʾab wä-wäld wä-mänfäs qǝddus … “I entrust myself to you my lords the Father and the Son and the Holy Spirit …”,,,
            ,,,,
QS-007,Täzkarä mäṣḥafä säʿatat “Commemoration of the Horologium” / Computation for the hours of each month,,,
            ,,,,
SDSM-007,Täʾamrä Maryam “Miracles of Mary” / Täʾamrä Mikaʾel “Miracles of Michael” / Täʾamrä ʾIyäsus “Miracles of Jesus”,,,
            ,,,,
SDSM-002,Dawit “Psalter”,,,
            ,,,,
SDSM-006,Gädlä Gäbrä Mänfäs Qǝddus “Vita of Gäbrä Mänfäs Qǝddus” / Täʾamrä Gäbrä Mänfäs Qǝddus “Miracles of Gäbrä Mänfäs Qǝddus” / Mälkǝʾa Gäbrä Mänfäs Qǝddus “Image of Gäbrä Mänfäs Qǝddus”,,,
            ,,,,
BMQM-002,Täʾamrä Maryam “Miracles of Mary”,,,
            ,,,,
QGM-003,Täʾamrä ʾIyäsus Miracles of Jesus,,,
            ,,,,
BMQM-003,Dǝrsanä Mikaʾel Homiliary for the feasts of St. Michael,,,
            ,,,,
QGM-008,Mäṣḥafä gǝnzät “Book of the Funeral Ritual”,,,
            ,,,,
UM-037,Fragments of seven various manuscripts,,,
            ,,,,
BMQM-005,Mäṣḥafä gǝnzät “Book of the Funeral Ritual”,,,
            ,,,,
BMQM-004,Dǝrsanä Mikaʾel Homiliary for the feasts of St. Michael,,,
            ,,,,
QS-004,Mäṣḥafä gǝnzät “Book of the Funeral Ritual”,,,
            ,,,,
MA-008,Mäṣḥafä ḥǝmamatihu wä-zena sǝqlätu lä-ʾIyäsus Krǝstos “Book of the Passion and Story of the Crucifixion of Jesus Christ” / Gädlä Täklä Maryam “Vita of Täklä Maryam (Mäbaʿa Ṣǝyon)” / Täʾamrä täzkarä motu lä-ʾIyäsus Krǝstos “Miracles Concerning the Commemoration of the Death of Jesus Christ” / Miracles of the Saviour of the World worked by ʾabunä Täklä Maryam / How Zärʾa Buruk loved the Saviour of the World / Sälam lä-zǝkrä sǝmǝkä zä-ʾi-räkäbu täfṣametä mälaʾǝktä sämay... “Salutation to the mention of your name...”,,,
            ,,,,
MA-009,Täʾamrä Maryam “Miracles of Mary” / Täʾamrä Mikaʾel “Miracles of Michael” / Täʾamrä Gäbrǝʾel “Miracles of Gabriel” / Täʾamrä Rufaʾel “Miracles of Raphael”,,,
            ,,,,
SDGM-006,Täʾamrä Maryam “Miracles of Mary”,,,
            ,,,,
BMQM-007,Mǝʿǝraf The Common of the Office / Dǝggwa Antiphonary / Zǝmmare Eucharistic hymns / Miscellaneous liturgical texts and prayers,,,
            ,,,,
BMQM-009,Mäṣḥafä qǝddase “Missal”,,,
            ,,,,
BMQM-010,Mäṣḥafä qǝddase “Missal”,,,
            ,,,,
QS-016,Dǝrsan zä-qǝddus Yoḥannǝs wäldä Zäbdewos bä-ʾǝntä ˤǝbäya wä-kǝbra lä-Maryam “Homily by John the Son of Zebedee on the Greatness and Glory of Mary”,,,
            ,,,,
MGM-011,Mäṣḥafä qǝddase “Missal”,,,
            ,,,,
QDQ-006,Gädlä Qirqos “Vita of Cyricus” / Täʾamrä Qirqos “Miracles of Cyricus”,,,
            ,,,,
SDGM-005,Ṣalotä ˤǝṭan “Prayer of Incense”,,,
            ,,,,
QDQ-009,Mäṣḥafä qǝddase “Missal”,,,
